task_completion,attendance_punctuality,communication_teamwork,initiative_adaptability,quality_of_work,target_classification,label_task_completion,label_attendance_punctuality,label_communication_teamwork,label_initiative_adaptability,label_quality_of_work
4.76,4.75,5.0,4.22,4.68,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
4.93,5.0,5.0,5.0,4.58,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
3.58,3.09,3.61,3.48,3.26,critical_gap,needs_improvement,critical_gap,needs_improvement,needs_improvement,needs_improvement
2.58,3.53,2.94,4.05,2.33,critical_gap,critical_gap,needs_improvement,critical_gap,meets_expectations,critical_gap
2.78,4.1,2.84,1.89,1.0,critical_gap,critical_gap,meets_expectations,critical_gap,critical_gap,critical_gap
4.04,3.53,4.77,4.1,2.18,needs_improvement,meets_expectations,needs_improvement,meets_expectations,meets_expectations,critical_gap
2.04,1.0,2.0,1.85,1.08,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
3.66,2.27,2.77,2.89,5.0,critical_gap,needs_improvement,critical_gap,critical_gap,critical_gap,meets_expectations
4.86,3.98,4.67,5.0,4.91,meets_expectations,meets_expectations,needs_improvement,meets_expectations,meets_expectations,meets_expectations
5.0,3.02,3.63,3.75,3.21,critical_gap,meets_expectations,critical_gap,needs_improvement,needs_improvement,needs_improvement
2.94,3.07,3.69,2.89,2.47,critical_gap,critical_gap,critical_gap,needs_improvement,critical_gap,critical_gap
1.63,1.57,1.03,1.09,1.13,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
1.7,2.19,2.72,3.15,3.21,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,needs_improvement
3.25,3.13,3.22,3.29,3.43,critical_gap,needs_improvement,critical_gap,needs_improvement,needs_improvement,needs_improvement
3.71,4.22,2.5,4.53,2.38,critical_gap,needs_improvement,meets_expectations,critical_gap,meets_expectations,critical_gap
3.31,3.42,3.96,3.28,2.78,critical_gap,needs_improvement,needs_improvement,needs_improvement,needs_improvement,critical_gap
3.8,3.97,3.55,3.59,3.98,needs_improvement,needs_improvement,needs_improvement,needs_improvement,needs_improvement,needs_improvement
3.87,2.33,3.47,2.8,2.46,critical_gap,needs_improvement,critical_gap,needs_improvement,critical_gap,critical_gap
3.75,2.46,2.53,4.38,3.33,critical_gap,needs_improvement,critical_gap,critical_gap,meets_expectations,needs_improvement
4.04,3.66,4.0,3.73,3.76,needs_improvement,meets_expectations,needs_improvement,meets_expectations,needs_improvement,needs_improvement
2.6,3.28,1.68,2.88,3.88,critical_gap,critical_gap,needs_improvement,critical_gap,critical_gap,needs_improvement
3.79,4.21,3.96,4.31,4.75,needs_improvement,needs_improvement,meets_expectations,needs_improvement,meets_expectations,meets_expectations
4.73,3.56,4.19,3.91,4.09,needs_improvement,meets_expectations,needs_improvement,meets_expectations,needs_improvement,meets_expectations
3.51,3.83,4.67,4.75,4.14,needs_improvement,needs_improvement,needs_improvement,meets_expectations,meets_expectations,meets_expectations
2.14,2.76,1.0,2.74,2.91,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.2,4.68,3.69,3.12,1.75,critical_gap,critical_gap,meets_expectations,needs_improvement,critical_gap,critical_gap
1.79,2.99,5.0,4.47,4.02,critical_gap,critical_gap,critical_gap,meets_expectations,meets_expectations,meets_expectations
3.69,3.43,3.68,2.91,2.15,critical_gap,needs_improvement,needs_improvement,needs_improvement,critical_gap,critical_gap
3.72,2.91,4.18,4.0,3.8,critical_gap,needs_improvement,critical_gap,meets_expectations,meets_expectations,needs_improvement
3.21,4.09,2.74,2.65,3.99,critical_gap,needs_improvement,meets_expectations,critical_gap,critical_gap,needs_improvement
3.32,2.41,3.11,2.41,3.62,critical_gap,needs_improvement,critical_gap,critical_gap,critical_gap,needs_improvement
3.89,4.66,3.92,3.38,1.3,critical_gap,needs_improvement,meets_expectations,needs_improvement,needs_improvement,critical_gap
3.49,4.07,3.76,2.67,2.73,critical_gap,needs_improvement,meets_expectations,needs_improvement,critical_gap,critical_gap
3.36,4.07,3.17,2.91,3.68,critical_gap,needs_improvement,meets_expectations,critical_gap,critical_gap,needs_improvement
3.43,4.0,4.88,2.34,5.0,needs_improvement,needs_improvement,meets_expectations,meets_expectations,critical_gap,meets_expectations
3.59,4.67,3.62,4.96,4.6,needs_improvement,needs_improvement,meets_expectations,needs_improvement,meets_expectations,meets_expectations
4.77,3.28,4.07,4.24,3.91,needs_improvement,meets_expectations,needs_improvement,meets_expectations,meets_expectations,needs_improvement
1.57,2.47,2.08,3.23,2.07,critical_gap,critical_gap,critical_gap,critical_gap,needs_improvement,critical_gap
2.8,2.98,2.38,3.71,1.59,critical_gap,critical_gap,critical_gap,critical_gap,needs_improvement,critical_gap
4.32,2.74,4.09,1.92,4.38,critical_gap,meets_expectations,critical_gap,meets_expectations,critical_gap,meets_expectations
2.26,2.73,1.64,2.8,2.1,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
3.03,3.63,4.39,4.55,3.17,critical_gap,critical_gap,needs_improvement,meets_expectations,meets_expectations,critical_gap
4.77,4.86,3.69,4.53,4.42,meets_expectations,meets_expectations,meets_expectations,needs_improvement,meets_expectations,meets_expectations
2.76,3.35,3.58,3.56,3.63,critical_gap,critical_gap,needs_improvement,needs_improvement,needs_improvement,needs_improvement
4.06,3.23,3.12,3.21,4.76,critical_gap,meets_expectations,needs_improvement,critical_gap,needs_improvement,meets_expectations
1.14,1.61,1.62,2.27,1.0,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.45,3.06,1.74,4.21,3.14,critical_gap,critical_gap,critical_gap,critical_gap,meets_expectations,critical_gap
4.43,4.12,2.76,4.6,3.73,needs_improvement,meets_expectations,meets_expectations,critical_gap,meets_expectations,needs_improvement
2.41,2.23,3.06,4.44,3.65,critical_gap,critical_gap,critical_gap,critical_gap,meets_expectations,needs_improvement
3.36,3.0,4.45,3.75,1.44,critical_gap,needs_improvement,critical_gap,meets_expectations,needs_improvement,critical_gap
3.61,2.67,3.36,3.77,3.53,critical_gap,needs_improvement,critical_gap,needs_improvement,needs_improvement,needs_improvement
2.1,3.56,5.0,2.96,4.02,critical_gap,critical_gap,needs_improvement,meets_expectations,critical_gap,meets_expectations
4.37,5.0,3.92,5.0,4.89,meets_expectations,meets_expectations,meets_expectations,needs_improvement,meets_expectations,meets_expectations
2.76,3.08,2.94,3.19,3.13,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
3.33,4.73,3.29,3.48,4.58,needs_improvement,needs_improvement,meets_expectations,needs_improvement,needs_improvement,meets_expectations
5.0,4.88,5.0,4.19,4.76,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
3.5,3.19,1.91,3.22,2.58,critical_gap,needs_improvement,critical_gap,critical_gap,needs_improvement,critical_gap
3.36,3.12,3.66,2.69,3.49,critical_gap,needs_improvement,critical_gap,needs_improvement,critical_gap,needs_improvement
4.12,3.33,4.6,4.33,4.43,meets_expectations,meets_expectations,needs_improvement,meets_expectations,meets_expectations,meets_expectations
3.66,3.43,3.76,3.64,4.45,needs_improvement,needs_improvement,needs_improvement,needs_improvement,needs_improvement,meets_expectations
3.43,2.31,2.92,2.24,3.28,critical_gap,needs_improvement,critical_gap,critical_gap,critical_gap,needs_improvement
3.29,3.7,4.23,4.13,3.32,needs_improvement,needs_improvement,needs_improvement,meets_expectations,meets_expectations,needs_improvement
2.0,2.28,3.85,1.0,2.94,critical_gap,critical_gap,critical_gap,needs_improvement,critical_gap,critical_gap
2.7,1.08,1.14,2.79,1.54,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.96,2.86,3.7,4.1,3.74,critical_gap,critical_gap,critical_gap,needs_improvement,meets_expectations,needs_improvement
3.34,2.85,2.93,2.91,3.13,critical_gap,needs_improvement,critical_gap,critical_gap,critical_gap,critical_gap
2.98,4.19,4.59,4.29,4.53,needs_improvement,critical_gap,meets_expectations,meets_expectations,meets_expectations,meets_expectations
2.4,2.66,5.0,2.34,3.33,critical_gap,critical_gap,critical_gap,meets_expectations,critical_gap,needs_improvement
4.64,3.95,4.3,3.64,3.59,needs_improvement,meets_expectations,needs_improvement,meets_expectations,needs_improvement,needs_improvement
1.78,1.69,2.06,2.47,1.22,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
3.25,3.06,3.93,3.39,3.85,critical_gap,needs_improvement,critical_gap,needs_improvement,needs_improvement,needs_improvement
2.98,3.87,4.18,3.97,3.29,critical_gap,critical_gap,needs_improvement,meets_expectations,needs_improvement,needs_improvement
3.93,3.89,4.11,3.62,4.41,needs_improvement,needs_improvement,needs_improvement,meets_expectations,needs_improvement,meets_expectations
3.11,3.24,1.47,4.34,3.17,critical_gap,critical_gap,needs_improvement,critical_gap,meets_expectations,critical_gap
3.25,3.64,4.03,3.6,2.1,critical_gap,needs_improvement,needs_improvement,meets_expectations,needs_improvement,critical_gap
1.73,2.03,2.13,1.76,2.37,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
1.58,1.09,1.54,1.5,1.44,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
5.0,5.0,4.48,4.65,4.74,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
3.04,3.22,2.96,3.32,2.48,critical_gap,critical_gap,needs_improvement,critical_gap,needs_improvement,critical_gap
4.87,3.92,3.46,2.86,3.38,critical_gap,meets_expectations,needs_improvement,needs_improvement,critical_gap,needs_improvement
2.41,1.0,1.07,1.1,2.26,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.71,3.35,4.36,3.88,3.25,critical_gap,critical_gap,needs_improvement,meets_expectations,needs_improvement,needs_improvement
4.8,3.89,3.31,3.45,3.45,needs_improvement,meets_expectations,needs_improvement,needs_improvement,needs_improvement,needs_improvement
3.81,4.08,3.34,3.41,4.23,needs_improvement,needs_improvement,meets_expectations,needs_improvement,needs_improvement,meets_expectations
3.61,3.88,4.57,4.31,5.0,needs_improvement,needs_improvement,needs_improvement,meets_expectations,meets_expectations,meets_expectations
4.45,3.75,4.31,4.05,4.69,meets_expectations,meets_expectations,needs_improvement,meets_expectations,meets_expectations,meets_expectations
3.53,3.18,5.0,3.75,3.87,critical_gap,needs_improvement,critical_gap,meets_expectations,needs_improvement,needs_improvement
2.22,3.28,1.56,3.07,5.0,critical_gap,critical_gap,needs_improvement,critical_gap,critical_gap,meets_expectations
1.0,1.45,2.42,2.2,2.4,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
4.16,2.66,3.98,3.75,3.76,critical_gap,meets_expectations,critical_gap,needs_improvement,needs_improvement,needs_improvement
2.69,1.82,1.0,1.5,1.99,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
4.55,4.44,3.98,3.97,4.7,needs_improvement,meets_expectations,meets_expectations,needs_improvement,needs_improvement,meets_expectations
1.64,2.6,1.63,2.27,1.83,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
4.26,4.35,4.23,3.53,4.76,meets_expectations,meets_expectations,meets_expectations,meets_expectations,needs_improvement,meets_expectations
4.56,4.42,3.97,3.66,4.47,needs_improvement,meets_expectations,meets_expectations,needs_improvement,needs_improvement,meets_expectations
4.12,3.57,3.17,3.35,3.49,critical_gap,meets_expectations,needs_improvement,critical_gap,needs_improvement,needs_improvement
1.27,3.16,2.72,3.22,3.42,critical_gap,critical_gap,critical_gap,critical_gap,needs_improvement,needs_improvement
4.13,4.54,4.71,3.94,3.97,needs_improvement,meets_expectations,meets_expectations,meets_expectations,needs_improvement,needs_improvement
3.78,4.03,3.62,4.55,4.45,needs_improvement,needs_improvement,meets_expectations,needs_improvement,meets_expectations,meets_expectations
3.68,3.4,3.58,3.37,4.11,needs_improvement,needs_improvement,needs_improvement,needs_improvement,needs_improvement,meets_expectations
4.28,4.1,4.58,3.96,4.17,meets_expectations,meets_expectations,meets_expectations,meets_expectations,needs_improvement,meets_expectations
2.55,2.78,2.12,1.72,2.2,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
3.09,1.41,4.17,2.1,2.87,critical_gap,critical_gap,critical_gap,meets_expectations,critical_gap,critical_gap
4.2,4.76,3.47,3.32,4.78,needs_improvement,meets_expectations,meets_expectations,needs_improvement,needs_improvement,meets_expectations
5.0,4.99,3.68,3.43,4.04,needs_improvement,meets_expectations,meets_expectations,needs_improvement,needs_improvement,meets_expectations
4.55,4.08,3.63,3.84,4.68,needs_improvement,meets_expectations,meets_expectations,needs_improvement,needs_improvement,meets_expectations
5.0,3.9,4.63,3.48,4.82,needs_improvement,meets_expectations,needs_improvement,meets_expectations,needs_improvement,meets_expectations
3.25,1.59,4.76,2.93,4.2,critical_gap,needs_improvement,critical_gap,meets_expectations,critical_gap,meets_expectations
2.54,2.68,3.57,3.43,3.97,critical_gap,critical_gap,critical_gap,needs_improvement,needs_improvement,needs_improvement
2.75,5.0,4.22,3.24,4.13,needs_improvement,critical_gap,meets_expectations,meets_expectations,needs_improvement,meets_expectations
3.6,3.92,3.2,3.31,2.9,critical_gap,needs_improvement,needs_improvement,needs_improvement,needs_improvement,critical_gap
2.79,3.01,3.9,2.99,3.41,critical_gap,critical_gap,critical_gap,needs_improvement,critical_gap,needs_improvement
3.74,4.52,4.82,4.82,4.55,meets_expectations,needs_improvement,meets_expectations,meets_expectations,meets_expectations,meets_expectations
3.8,3.47,3.74,2.97,3.7,critical_gap,needs_improvement,needs_improvement,needs_improvement,critical_gap,needs_improvement
1.82,2.66,2.21,5.0,2.91,critical_gap,critical_gap,critical_gap,critical_gap,meets_expectations,critical_gap
3.97,2.88,1.61,2.68,3.67,critical_gap,needs_improvement,critical_gap,critical_gap,critical_gap,needs_improvement
3.94,4.03,3.61,3.69,3.56,needs_improvement,needs_improvement,meets_expectations,needs_improvement,needs_improvement,needs_improvement
2.17,2.65,2.5,1.24,2.68,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
4.18,3.07,3.71,3.39,2.8,critical_gap,meets_expectations,critical_gap,needs_improvement,needs_improvement,critical_gap
4.02,3.31,3.06,2.33,3.98,critical_gap,meets_expectations,needs_improvement,critical_gap,critical_gap,needs_improvement
4.43,4.34,5.0,4.29,4.06,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
4.08,5.0,3.84,3.2,3.66,needs_improvement,meets_expectations,meets_expectations,needs_improvement,needs_improvement,needs_improvement
4.65,3.71,4.23,5.0,4.03,meets_expectations,meets_expectations,needs_improvement,meets_expectations,meets_expectations,meets_expectations
3.57,3.77,2.92,3.62,3.89,critical_gap,needs_improvement,needs_improvement,critical_gap,needs_improvement,needs_improvement
3.67,4.09,3.05,3.93,2.6,critical_gap,needs_improvement,meets_expectations,critical_gap,needs_improvement,critical_gap
4.07,4.5,2.89,4.43,3.79,needs_improvement,meets_expectations,meets_expectations,critical_gap,meets_expectations,needs_improvement
4.5,4.16,4.44,4.05,4.77,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
2.67,2.68,2.74,2.05,3.27,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,needs_improvement
2.66,3.3,1.38,2.9,3.45,critical_gap,critical_gap,needs_improvement,critical_gap,critical_gap,needs_improvement
3.4,4.54,3.29,3.66,1.94,critical_gap,needs_improvement,meets_expectations,needs_improvement,needs_improvement,critical_gap
4.12,2.65,3.7,2.28,3.25,critical_gap,meets_expectations,critical_gap,needs_improvement,critical_gap,needs_improvement
4.0,3.15,2.92,3.49,3.61,critical_gap,meets_expectations,critical_gap,critical_gap,needs_improvement,needs_improvement
1.0,1.05,2.38,1.94,1.42,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.44,2.8,2.21,3.41,2.4,critical_gap,critical_gap,critical_gap,critical_gap,needs_improvement,critical_gap
4.59,3.44,3.82,4.75,3.99,needs_improvement,meets_expectations,needs_improvement,needs_improvement,meets_expectations,needs_improvement
2.7,4.06,5.0,4.74,3.86,needs_improvement,critical_gap,meets_expectations,meets_expectations,meets_expectations,needs_improvement
2.65,2.76,2.28,3.11,2.72,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
4.51,4.42,4.21,1.8,4.74,needs_improvement,meets_expectations,meets_expectations,meets_expectations,critical_gap,meets_expectations
4.98,3.63,3.23,4.16,4.95,needs_improvement,meets_expectations,needs_improvement,needs_improvement,meets_expectations,meets_expectations
1.59,1.09,1.72,2.81,3.26,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,needs_improvement
3.85,3.62,3.77,3.54,3.7,needs_improvement,needs_improvement,needs_improvement,needs_improvement,needs_improvement,needs_improvement
3.23,2.69,3.57,3.25,3.88,critical_gap,needs_improvement,critical_gap,needs_improvement,needs_improvement,needs_improvement
2.39,3.07,3.78,2.72,2.74,critical_gap,critical_gap,critical_gap,needs_improvement,critical_gap,critical_gap
3.34,3.13,3.97,3.27,3.61,critical_gap,needs_improvement,critical_gap,needs_improvement,needs_improvement,needs_improvement
4.05,2.81,3.95,3.42,3.25,critical_gap,meets_expectations,critical_gap,needs_improvement,needs_improvement,needs_improvement
4.11,4.85,4.43,3.94,4.21,meets_expectations,meets_expectations,meets_expectations,meets_expectations,needs_improvement,meets_expectations
3.91,3.96,3.47,3.94,4.16,needs_improvement,needs_improvement,needs_improvement,needs_improvement,needs_improvement,meets_expectations
4.0,1.56,1.53,1.82,1.0,critical_gap,meets_expectations,critical_gap,critical_gap,critical_gap,critical_gap
3.77,4.75,2.83,4.95,4.47,needs_improvement,needs_improvement,meets_expectations,critical_gap,meets_expectations,meets_expectations
4.24,3.2,4.22,4.56,4.1,meets_expectations,meets_expectations,needs_improvement,meets_expectations,meets_expectations,meets_expectations
3.91,4.8,3.29,4.01,2.92,critical_gap,needs_improvement,meets_expectations,needs_improvement,meets_expectations,critical_gap
4.68,4.77,4.29,4.99,5.0,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
2.61,1.08,1.45,1.91,2.17,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.89,2.24,2.75,1.72,2.25,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.1,3.56,2.27,3.23,2.04,critical_gap,critical_gap,needs_improvement,critical_gap,needs_improvement,critical_gap
3.57,3.98,4.13,3.79,4.47,needs_improvement,needs_improvement,needs_improvement,meets_expectations,needs_improvement,meets_expectations
2.97,3.12,3.69,3.93,2.8,critical_gap,critical_gap,critical_gap,needs_improvement,needs_improvement,critical_gap
2.71,3.21,2.7,3.09,3.2,critical_gap,critical_gap,needs_improvement,critical_gap,critical_gap,needs_improvement
2.22,2.93,3.1,3.17,2.99,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
3.28,3.7,4.39,3.58,3.63,needs_improvement,needs_improvement,needs_improvement,meets_expectations,needs_improvement,needs_improvement
1.35,2.1,1.13,1.0,1.38,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
1.64,2.09,2.52,1.92,1.62,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
3.76,4.2,2.24,1.85,2.97,critical_gap,needs_improvement,meets_expectations,critical_gap,critical_gap,critical_gap
4.8,4.72,5.0,3.92,4.51,meets_expectations,meets_expectations,meets_expectations,meets_expectations,needs_improvement,meets_expectations
2.03,3.03,1.8,2.48,3.12,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.85,2.85,2.89,3.07,5.0,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,meets_expectations
3.14,1.94,3.29,1.87,2.34,critical_gap,critical_gap,critical_gap,needs_improvement,critical_gap,critical_gap
2.67,3.33,2.22,2.8,2.71,critical_gap,critical_gap,needs_improvement,critical_gap,critical_gap,critical_gap
4.72,4.78,4.06,3.67,4.02,meets_expectations,meets_expectations,meets_expectations,meets_expectations,needs_improvement,meets_expectations
2.12,5.0,4.49,2.87,3.35,critical_gap,critical_gap,meets_expectations,meets_expectations,critical_gap,needs_improvement
2.88,3.22,1.48,3.14,3.11,critical_gap,critical_gap,needs_improvement,critical_gap,critical_gap,critical_gap
4.86,4.73,4.59,4.0,3.45,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,needs_improvement
4.36,3.32,4.09,3.64,3.93,needs_improvement,meets_expectations,needs_improvement,meets_expectations,needs_improvement,needs_improvement
3.09,2.14,2.75,1.52,1.82,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.26,2.17,3.17,1.51,1.59,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
3.84,3.51,4.2,3.79,3.38,needs_improvement,needs_improvement,needs_improvement,meets_expectations,needs_improvement,needs_improvement
3.54,4.51,4.06,5.0,4.42,meets_expectations,needs_improvement,meets_expectations,meets_expectations,meets_expectations,meets_expectations
2.81,1.95,2.39,1.71,2.83,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
3.8,3.15,4.52,3.64,4.08,critical_gap,needs_improvement,critical_gap,meets_expectations,needs_improvement,meets_expectations
4.31,3.83,3.66,4.25,3.94,needs_improvement,meets_expectations,needs_improvement,needs_improvement,meets_expectations,needs_improvement
3.63,3.17,2.21,3.74,2.57,critical_gap,needs_improvement,critical_gap,critical_gap,needs_improvement,critical_gap
1.95,3.9,2.17,3.28,3.51,critical_gap,critical_gap,needs_improvement,critical_gap,needs_improvement,needs_improvement
4.6,4.04,5.0,4.73,4.13,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
4.93,4.81,3.74,5.0,5.0,meets_expectations,meets_expectations,meets_expectations,needs_improvement,meets_expectations,meets_expectations
3.84,2.97,2.33,3.69,3.43,critical_gap,needs_improvement,critical_gap,critical_gap,needs_improvement,needs_improvement
3.0,3.65,2.18,3.5,3.22,critical_gap,critical_gap,needs_improvement,critical_gap,needs_improvement,needs_improvement
5.0,4.49,4.48,3.96,3.89,needs_improvement,meets_expectations,meets_expectations,meets_expectations,needs_improvement,needs_improvement
5.0,4.49,3.57,5.0,2.44,needs_improvement,meets_expectations,meets_expectations,needs_improvement,meets_expectations,critical_gap
2.77,2.66,3.14,2.78,3.47,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,needs_improvement
3.87,3.78,4.6,2.37,2.93,critical_gap,needs_improvement,needs_improvement,meets_expectations,critical_gap,critical_gap
3.4,2.5,4.95,3.47,3.25,critical_gap,needs_improvement,critical_gap,meets_expectations,needs_improvement,needs_improvement
3.32,3.79,3.44,2.68,3.78,critical_gap,needs_improvement,needs_improvement,needs_improvement,critical_gap,needs_improvement
2.79,3.16,4.08,3.52,3.54,critical_gap,critical_gap,critical_gap,meets_expectations,needs_improvement,needs_improvement
3.43,4.2,3.89,4.07,3.68,needs_improvement,needs_improvement,meets_expectations,needs_improvement,meets_expectations,needs_improvement
1.56,2.46,3.03,1.32,1.0,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.14,1.06,2.12,1.34,1.53,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
4.06,4.06,3.74,4.15,4.38,meets_expectations,meets_expectations,meets_expectations,needs_improvement,meets_expectations,meets_expectations
4.64,2.87,2.87,3.23,4.55,critical_gap,meets_expectations,critical_gap,critical_gap,needs_improvement,meets_expectations
2.03,1.87,2.03,1.73,2.13,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.5,1.6,1.88,1.53,1.35,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
4.95,5.0,4.25,4.68,4.66,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
3.65,4.23,2.96,1.99,2.54,critical_gap,needs_improvement,meets_expectations,critical_gap,critical_gap,critical_gap
4.6,4.06,4.94,3.69,4.92,meets_expectations,meets_expectations,meets_expectations,meets_expectations,needs_improvement,meets_expectations
1.97,1.08,2.94,2.04,3.44,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,needs_improvement
3.97,3.74,4.49,4.09,3.72,needs_improvement,needs_improvement,needs_improvement,meets_expectations,meets_expectations,needs_improvement
3.34,4.41,4.5,3.7,4.79,needs_improvement,needs_improvement,meets_expectations,meets_expectations,needs_improvement,meets_expectations
2.19,4.48,3.33,3.09,4.16,critical_gap,critical_gap,meets_expectations,needs_improvement,critical_gap,meets_expectations
3.37,2.68,4.25,3.15,3.92,critical_gap,needs_improvement,critical_gap,meets_expectations,critical_gap,needs_improvement
4.67,3.78,5.0,5.0,4.36,meets_expectations,meets_expectations,needs_improvement,meets_expectations,meets_expectations,meets_expectations
3.32,1.0,1.79,4.88,2.97,critical_gap,needs_improvement,critical_gap,critical_gap,meets_expectations,critical_gap
2.46,3.5,3.88,3.6,1.63,critical_gap,critical_gap,needs_improvement,needs_improvement,needs_improvement,critical_gap
2.96,2.1,5.0,3.45,3.83,critical_gap,critical_gap,critical_gap,meets_expectations,needs_improvement,needs_improvement
4.7,5.0,4.36,4.5,4.58,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
3.78,3.61,4.18,3.61,4.69,needs_improvement,needs_improvement,needs_improvement,meets_expectations,needs_improvement,meets_expectations
4.75,4.74,3.85,4.62,4.88,meets_expectations,meets_expectations,meets_expectations,needs_improvement,meets_expectations,meets_expectations
4.4,5.0,4.48,4.83,4.76,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
3.68,2.48,4.13,3.13,2.46,critical_gap,needs_improvement,critical_gap,meets_expectations,critical_gap,critical_gap
5.0,4.1,4.27,5.0,4.37,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
4.91,4.12,3.82,4.1,5.0,meets_expectations,meets_expectations,meets_expectations,needs_improvement,meets_expectations,meets_expectations
4.89,4.49,4.81,4.39,5.0,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
3.33,3.07,3.49,4.38,3.87,critical_gap,needs_improvement,critical_gap,needs_improvement,meets_expectations,needs_improvement
3.83,3.85,3.94,3.99,3.05,critical_gap,needs_improvement,needs_improvement,needs_improvement,needs_improvement,critical_gap
4.62,4.16,3.99,4.25,4.41,meets_expectations,meets_expectations,meets_expectations,needs_improvement,meets_expectations,meets_expectations
2.4,1.12,1.86,1.91,1.29,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.65,3.29,2.52,1.84,1.82,critical_gap,critical_gap,needs_improvement,critical_gap,critical_gap,critical_gap
4.45,3.95,4.13,5.0,4.62,meets_expectations,meets_expectations,needs_improvement,meets_expectations,meets_expectations,meets_expectations
4.02,4.1,5.0,4.45,5.0,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
4.6,4.22,3.93,4.19,4.28,meets_expectations,meets_expectations,meets_expectations,needs_improvement,meets_expectations,meets_expectations
3.47,2.9,3.1,2.99,3.2,critical_gap,needs_improvement,critical_gap,critical_gap,critical_gap,needs_improvement
3.3,4.14,2.98,3.57,3.59,critical_gap,needs_improvement,meets_expectations,critical_gap,needs_improvement,needs_improvement
4.69,4.27,3.71,5.0,4.08,meets_expectations,meets_expectations,meets_expectations,needs_improvement,meets_expectations,meets_expectations
1.0,2.37,2.72,1.0,2.11,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.76,3.39,2.23,3.05,3.68,critical_gap,critical_gap,needs_improvement,critical_gap,critical_gap,needs_improvement
